1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.0,0.0,0.0052,0.0122,0.0195,0.0226,0.0247,0.0237,0.0314,0.0317,0.03,0.032,0.0321,0.0358,0.034,0.0365,0.0364,0.0377,0.0412,0.037,0.0423,0.0402,0.041,0.0366,0.0416,0.0381,0.0416,0.0424,0.0356,0.0448,0.0447,0.0429,0.0419,0.0457,0.0383,0.0442,0.0412,0.0438,0.0391,0.0443,0.0436,0.0444,0.0432,0.0426,0.046,0.0455,0.0466,0.0478,0.0472,0.0449,0.0465,0.0452,0.0415,0.0494,0.0434,0.0434,0.045,0.0481,0.0436,0.0448,0.0465,0.0465,0.0467,0.0446,0.0498,0.0413,0.0441,0.0453,0.0444,0.0389,0.0399,0.046,0.0442,0.0434,0.0445,0.0485,0.0425,0.0452,0.0431,0.0479,0.043,0.0452,0.0446,0.0471,0.0431,0.0475,0.0454,0.0413,0.0471,0.0459,0.0443,0.0425,0.0447,0.0489,0.0428,0.0468,0.0462,0.0492,0.0451,0.0436
